"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Общественное объединение ""Садоводы ""ВООСТ 2""";41711201000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Общественное объединение ""Дача-Садоводов ""Учкун-1""";41711201000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Садоводческое товарищество ""Нур"" института автоматики АНРК";41711201000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Садово-Дачное Общественное объединение ""Кок-Шибер""";41711201000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Потребительский кооператив-садоводческое товарищество ""Гидротехник""";41711202000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Общественное объединение садоводов ""Чистые росы""";41711202000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Садоводческое товарищество ""Топограф"" Госагентства ""Кыргызгеодезия""";41711203000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Общественное объединение ""Товарищество садоводов ""Калемгер""";41711203000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Садоводческое товаpищество ""Стpоитель"" ГДСК ""Азат""";41711204000000
"город БИШКЕК";"город БИШКЕК";"дача в составе города БИШКЕК";"Общественное объединение садоводов ""Вишня-2""";41711204000000
"город ОШ";"город ОШ";"дача в составе города ОШ";"ОШское садоводческое товарищество ""Родник""";41721000000000
"город ОШ";"город ОШ";"дача в составе города ОШ";"Садоводческий кооператив ""Коммунальщик""";41721000000000
"город ОШ";"город ОШ";"дача в составе города ОШ";"Садоводческое товарищество ""Кооператор""";41721000000000
"город ОШ";"город ОШ";"дача в составе города ОШ";"ОШское садово-огородническое товарищество ""Колос""";41721000000000
"ДЖАЛАЛ-АБАДСКАЯ ОБЛАСТЬ";"АКСЫЙСКИЙ РАЙОН";"КЫЗЫЛ-ТУУСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческо-дачный некоммерчсеский кооператив ""Мичурин""";41703220842130
"ДЖАЛАЛ-АБАДСКАЯ ОБЛАСТЬ";"СУЗАКСКИЙ РАЙОН";"БАРПЫНСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное объединение ""Ассоциация садоводов юга Кыргызстана""";41703220812010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"БЕРЮ-БАШСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное объединение ""Садоводческое общество Электрон Ирдык""";41702205807010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ЖЫРГАЛАНСКИЙ АЙЛНЫЙ АЙМАК";"Садоводческое товарищество ""Лира"" Музучилища";41702205855010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Горный воздух"" АО ""Стройсервис Аракет""";41702205812010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Летний сад"" ВПТУ №14";41702205812010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Газовик"" Караколгаз";41702205812010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Камелия"" Горвоенкомата";41702205812030
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Кара-Жал"" Иссык-Кульагропромстроя";41702205812030
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Нектар"" АО ""Бал-Челек""";41702205812030
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Прогресс"" АО ""Темир-Бетон""";41702205812030
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"КАРА-ДЖАЛСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Спец ПМК"" Мехколонна Иссык-Кульпромстрой";41702205812030
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Оазис""  МУПК ГорОО";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Гормолзавод"" АО ""Ак-Булак""";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Трудовик"" ПМК Чуйпромстрой";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Связист"" Облтелекома";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Памир"" Завода"" Рембыттехника"" и ЖЭУ";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Бытовик"" Быткомбината";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Энергетик"" Кыргызэлектросетьстрой";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Колосок"" АО ""Каракол-Нан""";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ТЕПКЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Водоканал"" Предприятия Водоканал";41702205844010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ЧЕЛПЕКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Чон-Таш"" Кирпичный завод";41702205850010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"АК-СУЙСКИЙ РАЙОН";"ЧЕЛПЕКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Кашка-Суу"" Облсовпрофа";41702205850010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город БАЛЫКЧЫ";"дача в составе города БАЛЫКЧЫ";"Общественное объединение-садоводческое товарищество ""Агат""";41702420000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Коллективное садоводческое общество ""Гул бакча""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Дачно-садоводческое объединение ""БЫТОВИК""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение Садоводческое общество ""Асыл-Таш""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Садоводческое общество ""ДОРОЖНИК""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение Общество садоводов и огородников ""Автомотолюбитель""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Садоводческое общество ""Чайка""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческий потребительский кооператив ""Золотые пески""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Садоводческое общество ""Журналист""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение садоводческого общества ""Автомобилист""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город КАРАКОЛ";"дача в составе города КАРАКОЛ";"Общественное объединение ""Садоводческое общество ""Строитель""";41702410000010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город ЧОЛПОН-АТА";"дача в составе города ЧОЛПОН-АТА";"Общественное объедиение ""Садоводческое общество ""Чырпыкты""";41702215600010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город ЧОЛПОН-АТА";"дача в составе города ЧОЛПОН-АТА";"Ассоциация садоводов Ысык-Кульского района";41702215600010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"город ЧОЛПОН-АТА";"дача в составе города ЧОЛПОН-АТА";"Общественное садово-дачное объединение ""Ден-Соолук""";41702215600010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"БАРСКООНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческий кооператив ""Геолог""";41702210815010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЛИПЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Механизатор"" УСМ-5";41702210840020
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЛИПЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Медик"" Облбольницы";41702210840020
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЛИПЕНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Ак-Булак"" НПО ""Регион""";41702210840020
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЫРДЫКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Алтын-Дан"" ГАО Каракол Дан-Азык";41702210835050
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЫРДЫКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Мелиоратор"" АО Иссык-Кульсуукурулуш";41702210835050
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЫРДЫКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Электрон"" АО электротехнического завода";41702210835050
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ДЖЕТИ-ОГУЗСКИЙ РАЙОН";"ЫРДЫКСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Малахит"" Сары-Джазской ГРЭ";41702210835050
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ИССЫК-КУЛЬСКИЙ РАЙОН";"КУМ-БЕЛЬСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное объединение садоводческое общество ""Здоровье""";41702215820020
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ИССЫК-КУЛЬСКИЙ РАЙОН";"ТОРУ-АЙГЫРСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое общество ""Май булун""";41702215845010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ИССЫК-КУЛЬСКИЙ РАЙОН";"ТОРУ-АЙГЫРСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное объединение ""Бокотой-Барак"" Садоводческое-дачное общество ""Ак-Булун""";41702215845010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ИССЫК-КУЛЬСКИЙ РАЙОН";"ТОРУ-АЙГЫРСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное объединение ""Бокотой-Барак"" Садоводческое-дачное общество ""Жийде""";41702215845010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческий кооператив ""Береговой""";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Горняк"" АО шахта ""Джергалан""";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Кой-Сары"" Агропромстроя";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Пржевальскгаз""  Караколгаз";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Пограничник"" в/ч 2490";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Автолюбитель"" АвтОШколы и совета ветеранов";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Луч"" УПП";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ПГТ в составе города КАРАКОЛ";"дача в составе города КАРАКОЛ";"Садоводческое товарищество ""Солнышко"" ИПЭС";41702410520010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТОНСКИЙ РАЙОН";"КЕК-МОЙНОКСКИЙ АИЛЬНЫЙ АЙМАК";"Потребительский садовый кооператив ""Мускари""";41702220807010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТОНСКИЙ РАЙОН";"КУН-ЧЫГЫШСКИЙ АИЛЬНЫЙ АЙМАК";"Общественное садоводческое объединение ""БАГБАН""";41702220810010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТОНСКИЙ РАЙОН";"ТОНСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческий потребительский кооператив ""Тихий Мыс""";41702220815010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"АК-БУЛАКСКИЙ ПОСЕЛКОВЫЙ АЙМАК";"Общественное объединение ""Ассоциация садоводов""";41702225896010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Строитель"" АО ""Строитель";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Луч"" АО ""Строймашина""";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Агропром"" Облсельхоуправления";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Гульбак"" АО ""Ак-Булак""";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Аэрофлот"" Аэропорта";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Автомобилист"" Автоколонны 2916";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Бытовик"" Энергостроя";41702225841010
"ИССЫК-КУЛЬСКАЯ ОБЛАСТЬ";"ТЮПСКИЙ РАЙОН";"МИХАЙЛОВСКИЙ АИЛЬНЫЙ АЙМАК";"Садоводческое товарищество ""Волна"" в/ч 87366";41702225841010
