"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-САЙСКИЙ АИЛЬНЫЙ АЙМАК";"АК-САЙ";521484801
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-САЙСКИЙ АИЛЬНЫЙ АЙМАК";"КАПЧЫГАЙ";521484804
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-САЙСКИЙ АИЛЬНЫЙ АЙМАК";"КЕК-ТАШ";521484802
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-САЙСКИЙ АИЛЬНЫЙ АЙМАК";"ТАШТУМШУК";521484805
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-САЙСКИЙ АИЛЬНЫЙ АЙМАК";"УЧ-ДЕБЕ";521484803
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-ТАТЫРСКИЙ АИЛЬНЫЙ АЙМАК";"АК-ТАТЫР";521484901
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-ТАТЫРСКИЙ АИЛЬНЫЙ АЙМАК";"ГОВСУВАР";521484903
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"АК-ТАТЫРСКИЙ АИЛЬНЫЙ АЙМАК";"РАВАТ";521484902
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"ДЖАНЫ-ДЖЕР";521481208
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"ЖАНЫРЫК";521481201
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"КАЙЫНДЫ";521481205
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"КАН";521481203
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"КОРГОН-ТАШ";521481207
"БАТКЕНСКАЯ ОБЛАСТЬ";"БАТКЕНСКИЙ РАЙОН";"ДАРЫИНСКИЙ АИЛЬНЫЙ АЙМАК";"САРЫ-ТАЛАА";521481206
